Player,Rating,KFactor,NumGames
25527,2105,15,30
25528,2315,15,30
25530,2267,15,30
25531,2191,15,30
25534,2179,25,12
25535,2075,15,30
25539,2103,15,30
25540,2174,25,19
25545,2050,15,30
25546,2375,10,30
25558,2372,10,30
25559,2378,10,30
25563,2083,15,30
25564,2296,15,30
25572,2263,15,30
25573,2142,25,24
25583,2558,10,30
25584,2425,10,30
25590,2354,10,30
25600,2271,15,30
25611,2408,10,30
25612,2331,15,30
25613,2346,15,30
25617,2379,15,30
25625,2437,10,30
25630,2294,15,30
25641,2105,25,12
25645,2452,10,30
25647,2220,25,13
25648,2171,25,18
25649,2267,15,30
25656,2260,15,30
25670,2006,15,30
25675,2174,15,30
25680,2269,15,30
25681,2221,15,30
25682,2181,25,16
25685,2443,10,30
25687,2375,15,30
25692,2164,15,30
25693,2182,25,18
25698,2028,15,30
25699,2060,25,14
25700,2247,15,30
25710,2279,15,30
25713,2124,15,30
25717,2345,15,30
25725,2113,15,30
25736,2135,25,16
25738,2273,15,30
25739,2525,10,30
25744,2331,15,30
25752,2153,25,28
25753,2241,15,30
25761,2217,15,30
25765,2219,15,30
25776,2177,15,30
25785,2317,10,30
25787,2289,25,17
25790,2153,15,30
25795,2234,15,30
25800,2578,10,30
25805,2182,25,10
25806,2114,15,30
25811,2324,15,30
25814,2102,25,17
25816,2301,15,30
25817,2276,15,30
25819,2164,15,30
25820,2073,15,30
25823,2332,15,30
25827,2447,10,30
25831,2242,15,30
25833,2360,15,30
25835,2155,15,30
25836,2315,15,30
25842,2098,15,30
25845,2309,15,30
25847,2393,15,30
25854,2216,15,30
25855,2203,25,14
25865,2233,15,30
25868,2213,15,30
25872,2401,10,30
25887,2165,25,12
25888,2189,15,30
25891,2196,25,19
25899,2435,10,30
25906,2167,15,30
25908,2167,25,22
25910,2393,10,30
25913,2340,15,30
25919,2242,25,21
25932,2293,15,30
25943,2208,15,30
25953,2194,15,30
25954,2263,25,19
25965,2039,15,30
25969,2194,15,30
25989,2243,15,30
25991,2331,15,30
26004,2243,15,30
26007,2080,15,30
26010,2047,15,30
26014,2089,15,30
26017,2124,15,30
26030,2246,15,30
26033,2351,25,10
26038,2184,15,30
26040,2155,15,30
26041,2194,15,30
26043,2220,25,29
26044,2094,15,30
26051,2280,15,30
26058,2363,15,30
26065,2397,10,30
26069,2430,10,30
26070,2166,25,14
26073,2389,15,30
26077,2222,15,30
26081,2495,10,30
26086,2330,15,30
26087,2222,15,30
26095,2330,15,30
26099,2426,10,30
26115,2287,15,30
26120,2470,10,30
26124,2114,15,30
26126,2279,15,30
26127,2430,10,30
26129,2235,15,30
26133,2250,15,30
26136,2236,15,30
26142,2056,15,30
26145,2090,25,19
26146,2304,25,11
26148,2267,15,30
26151,2246,15,30
26154,2351,15,30
26158,2421,10,30
26159,2165,15,30
26162,2428,10,30
26169,2216,15,30
26179,2262,25,12
26185,2022,15,30
26188,2475,10,30
26202,2245,15,30
26204,2045,15,30
26205,2253,15,30
26207,2179,15,30
26215,2303,15,30
26229,2174,15,30
26231,2338,10,30
26240,2151,15,30
26243,2113,25,22
26246,2049,15,30
26248,2178,15,30
26255,2056,25,22
26272,2036,25,20
26275,2323,15,30
26278,2279,15,30
26290,2082,15,30
26291,2232,15,30
26292,2293,25,14
26295,2105,25,26
26303,2101,25,9
26304,2206,15,30
26314,2233,15,30
26315,2060,25,20
26338,2248,15,30
26351,2213,25,24
26355,2112,15,30
26356,2420,10,30
26358,2263,15,30
26359,2193,25,9
26362,2296,25,27
26367,2226,15,30
26378,2279,15,30
26379,2267,15,30
26381,2237,15,30
26389,2139,25,12
26390,2149,15,30
26391,2445,10,30
26394,2130,25,27
26396,2270,15,30
26397,2228,15,30
26398,2087,15,30
26403,2110,25,20
26407,2435,10,30
26413,2245,15,30
26415,2056,15,30
26443,2140,15,30
26444,2299,15,30
26459,2449,10,30
26461,2150,15,30
26471,2233,15,30
26477,2272,15,30
26479,2086,25,11
26481,2112,15,30
26482,2296,15,30
26485,2249,15,30
26488,2074,15,30
26490,2330,15,30
26491,2471,10,30
26499,2383,10,30
26502,2207,15,30
26506,2177,15,30
26509,2478,10,30
26510,2183,15,30
26511,2197,25,16
26514,2157,15,30
26515,2335,15,30
26519,2217,25,20
26520,2176,25,27
26521,2328,15,30
26522,2030,25,9
26523,2102,25,21
26524,2448,10,30
26525,2493,10,30
26530,2341,15,30
26536,2291,15,30
26538,2229,15,30
26545,2136,15,30
26548,2356,15,30
26551,2061,25,18
26559,2301,15,30
26562,2489,10,30
26576,2302,25,17
26585,2264,15,30
26586,2513,10,30
26588,2208,15,30
26601,2283,15,30
26602,2026,25,16
26603,2253,15,30
26615,2315,15,30
26616,2129,25,14
26618,2255,15,30
26628,2170,15,30
26639,2168,15,30
26657,2548,10,30
26661,2275,15,30
26666,2216,15,30
26673,2374,10,30
26675,2340,15,30
26680,2221,15,30
26685,2259,15,30
26691,2278,15,30
26695,2281,15,30
26703,2129,15,30
26705,2521,10,30
26706,2159,15,30
26708,2366,25,9
26714,2273,25,18
26716,2008,15,30
26725,2140,25,15
26731,2281,15,30
26736,2134,25,10
26742,2083,25,21
26747,2288,10,30
26749,2231,15,30
26750,2226,15,30
26756,2398,10,30
26758,2185,15,30
26759,2211,15,30
26763,2354,25,26
26768,2323,15,30
26769,2510,10,30
26774,2133,15,30
26775,2365,15,30
26777,2314,25,29
26779,2210,15,30
26785,2331,15,30
26792,2315,15,30
26798,2118,15,30
26801,2278,15,30
26803,2030,25,22
26804,2317,15,30
26805,2299,15,30
26813,2489,10,30
26827,2162,15,30
26828,2181,15,30
26834,2247,25,20
26836,2295,15,30
26839,2153,25,13
26854,2281,15,30
26857,2345,15,30
26859,2159,15,30
26863,2310,15,30
26868,2072,25,15
26870,2026,15,30
26874,2266,15,30
26875,2003,15,30
26879,2260,15,30
26887,2233,25,20
26889,2159,15,30
26891,2104,25,11
26909,2293,15,30
26911,2084,15,30
26924,2010,15,30
26932,2429,10,30
26933,2144,15,30
26939,2175,25,14
26953,2151,15,30
26954,2435,10,30
26958,2186,25,26
26961,2213,25,25
26964,2314,15,30
26966,2130,15,30
26983,2139,15,30
26984,2226,15,30
26985,2112,25,14
26992,2385,10,30
26993,2144,25,27
26994,2275,15,30
27001,2160,15,30
27004,2105,15,30
27006,2303,15,30
27007,2024,25,19
27011,2180,15,30
27014,2105,25,25
27017,2498,10,30
27020,2304,15,30
27023,2243,15,30
27024,2229,15,30
27034,2261,15,30
27040,2010,15,30
27042,2205,15,30
27049,2278,25,19
27050,2529,10,30
27056,2214,25,15
27064,2193,15,30
27068,2204,15,30
27076,2302,15,30
27079,2147,25,24
27088,2123,15,30
27091,2420,10,30
27092,2272,15,30
27094,2223,15,30
27095,2286,15,30
27116,2119,15,30
27117,2248,15,30
27118,2269,15,30
27119,2145,25,21
27121,2297,15,30
27124,2057,15,30
27125,2025,15,30
27129,2365,15,30
27138,2328,15,30
27140,2158,25,9
27141,2143,15,30
27145,2056,25,19
27147,2281,15,30
27155,2306,25,14
27158,2216,15,30
27163,2213,15,30
27165,2123,25,13
27166,2244,15,30
27179,2111,25,23
27180,2312,15,30
27183,2079,15,30
27191,2318,25,13
27195,2434,10,30
27197,2049,25,29
27204,2244,15,30
27211,2188,15,30
27215,2064,15,30
27223,2395,10,30
27232,2210,25,29
27235,2385,15,30
27237,2187,15,30
27252,2347,10,30
27258,2222,15,30
27260,2302,15,30
27261,2385,15,30
27265,2083,15,30
27267,2148,15,30
27280,2397,10,30
27286,2306,15,30
27288,2110,15,30
27289,2328,15,30
27299,2394,10,30
27300,2261,15,30
27301,2327,10,30
27303,2275,15,30
27307,2422,10,30
27308,2359,15,30
27312,2298,15,30
27320,2198,25,12
27324,2269,15,30
27325,2350,15,30
27338,2174,15,30
27346,2266,15,30
27352,2221,15,30
27363,2232,25,11
27369,2117,15,30
27371,2252,25,24
27379,2297,15,30
27382,2301,15,30
27383,2207,15,30
27387,2018,15,30
27389,2070,15,30
27403,2592,10,30
27404,2337,15,30
27407,2122,15,30
27409,2207,15,30
27410,2167,15,30
27415,2149,15,30
27422,2199,15,30
27424,2195,15,30
27439,2095,15,30
27449,2354,15,30
27453,2342,15,30
27463,2154,15,30
27464,2072,15,30
27466,2277,15,30
27467,2476,10,30
27469,2216,25,29
27474,2145,25,20
27483,2112,15,30
27494,2055,25,17
27495,2276,15,30
27501,2158,15,30
27503,2183,15,30
27504,2206,15,30
27510,2535,10,30
27514,2025,25,9
27517,2381,10,30
27520,2375,15,30
27523,2455,10,30
27537,2286,15,30
27538,2076,25,11
27539,2160,15,30
27545,2088,15,30
27546,2274,15,30
27557,2337,15,30
27560,2450,10,30
27572,2280,15,30
27575,2296,15,30
27581,2260,25,10
27585,2153,25,18
27587,2194,15,30
27611,2195,25,9
27612,2119,15,30
27614,2219,15,30
27615,2305,15,30
27617,2243,15,30
27621,1999,15,30
27622,2203,15,30
27625,2164,25,14
27627,2209,15,30
27631,2332,25,9
27635,2144,15,30
27643,2097,15,30
27644,2369,25,20
27650,2041,15,30
27655,2386,10,30
27656,2235,15,30
27658,2298,15,30
27666,2274,15,30
27673,2163,15,30
27675,2477,10,30
27682,2324,15,30
27690,2208,25,12
27694,2033,25,17
27695,2137,25,14
27696,2088,15,30
27699,2042,25,18
27704,2124,25,9
27705,2206,15,30
27707,2116,15,30
27708,2129,15,30
27711,2228,15,30
27713,2130,15,30
27725,2069,25,13
27729,2124,25,19
27733,2357,10,30
27737,2109,15,30
27747,2270,15,30
27753,2210,15,30
27755,2215,15,30
27763,2260,15,30
27768,2170,25,9
27775,2203,15,30
27778,2236,15,30
27779,2306,25,17
27782,2170,25,19
27788,2178,15,30
27789,2050,25,21
27798,2203,15,30
27802,2294,15,30
27812,2084,15,30
27816,2181,25,23
27830,2242,15,30
27834,2062,25,16
27841,2102,25,11
27853,2250,15,30
27857,2100,25,24
27862,2275,15,30
27872,2400,10,30
27876,2195,25,26
27889,2259,15,30
27904,2319,10,30
27906,2224,15,30
27908,2080,15,30
27909,2285,15,30
27911,2147,25,14
27919,2209,15,30
27922,2177,25,18
27928,2350,15,30
27933,2324,15,30
27942,2365,15,30
27948,2240,15,30
27950,2225,15,30
27951,2092,25,21
27955,2165,15,30
27958,2236,15,30
27968,2127,15,30
27970,2035,15,30
27971,2051,15,30
27972,2069,15,30
27973,2390,10,30
27977,2159,25,13
27979,2287,15,30
27988,2130,15,30
27995,2266,15,30
28002,2073,25,19
28006,2139,15,30
28007,2138,25,17
28008,2129,15,30
28009,2223,25,15
28012,2262,15,30
28016,2264,25,18
28019,2100,25,20
28021,2451,10,30
28025,2121,25,17
28036,2123,25,11
28041,2537,10,30
28046,2164,25,21
28066,2349,15,30
28068,2222,15,30
28072,2150,15,30
28080,2436,10,30
28082,2226,15,30
28084,2045,15,30
28102,2166,25,22
28103,2073,25,20
28104,2256,15,30
28106,2196,15,30
28109,2264,15,30
28124,2561,10,30
28125,2117,25,15
28127,2410,10,30
28133,2126,15,30
28134,2511,10,30
28135,2311,15,30
28137,2238,15,30
28138,2275,15,30
28139,2225,15,30
28148,2092,15,30
28157,2317,15,30
28158,2206,15,30
28166,2045,25,17
28171,2241,15,30
28174,2181,25,21
28179,2211,15,30
28181,2345,15,30
28188,2113,15,30
28204,2425,10,30
28206,2507,10,30
28213,2328,15,30
28221,2333,15,30
28233,2143,15,30
28235,2089,15,30
28237,2290,15,30
28239,2220,15,30
28241,2176,25,16
28244,2161,15,30
28246,2242,15,30
28248,2258,15,30
28253,2267,15,30
28255,2215,25,24
28257,2329,15,30
28258,2196,15,30
28267,2333,15,30
28269,2159,15,30
28271,2412,10,30
28274,2294,15,30
28281,2169,15,30
28284,2252,15,30
28289,2207,15,30
28294,2530,10,30
28295,2216,15,30
28296,2094,15,30
28297,2076,25,9
28301,2243,15,30
28302,2262,15,30
28305,2085,15,30
28309,2342,15,30
28317,2091,25,15
28319,2210,15,30
28335,2296,15,30
28341,2316,15,30
28343,2346,15,30
28346,2122,25,23
28347,2243,15,30
28357,2037,25,13
28365,2089,25,14
28366,2275,15,30
28380,2174,25,13
28381,2066,15,30
28388,2081,15,30
28392,2124,25,14
28400,2345,15,30
28403,2210,15,30
28404,2236,15,30
28407,2295,25,24
28409,2224,15,30
28413,2210,15,30
28414,2279,15,30
28416,2233,15,30
28418,2270,15,30
28419,2165,25,17
28428,2182,15,30
28429,2378,15,30
28430,2275,25,19
28431,2115,15,30
28432,2082,25,9
28436,2148,15,30
28444,2258,15,30
28450,2208,15,30
28455,2303,15,30
28456,2214,15,30
28464,2254,15,30
28467,2067,15,30
28470,2199,15,30
28471,2184,25,18
28473,2499,10,30
28476,2477,10,30
28485,2096,15,30
28490,2367,15,30
28491,2237,15,30
28493,2122,15,30
28494,2125,15,30
28495,2353,15,30
28498,2281,15,30
28505,2040,15,30
28506,2047,25,16
28507,2127,15,30
28508,2434,10,30
28509,2332,25,20
28518,2275,15,30
28525,2285,15,30
28533,2219,15,30
28537,2265,15,30
28538,2312,15,30
28540,2190,15,30
28549,2013,25,14
28554,2139,15,30
28558,2375,15,30
28561,2283,15,30
28564,2274,15,30
28566,2093,15,30
28567,2227,15,30
28569,2063,25,25
28583,2057,25,15
28587,2075,15,30
28591,2411,10,30
28596,2363,10,30
28613,2314,15,30
28616,2204,15,30
28630,2289,15,30
28632,2150,15,30
28636,2046,25,11
28646,2158,25,29
28649,2075,15,30
28654,2466,10,30
28656,2483,10,30
28658,2313,10,30
28660,2204,15,30
28668,2177,25,13
28669,2441,10,30
28676,2058,15,30
28678,2035,15,30
28679,2123,15,30
28683,2219,15,30
28684,2359,10,30
28685,2196,15,30
28689,2212,15,30
28701,2057,15,30
28702,2463,10,30
28712,2139,15,30
28714,2298,15,30
28719,2145,15,30
28725,2323,15,30
28733,2260,15,30
28745,2225,15,30
28760,2160,15,30
28765,2400,10,30
28787,2195,15,30
28790,2270,15,30
28794,2240,15,30
28797,2153,25,24
28799,2206,15,30
28802,2184,15,30
28810,2025,25,18
28811,2171,25,17
28813,2259,25,21
28814,2216,15,30
28820,2249,15,30
28830,2029,25,9
28837,2190,15,30
28838,2315,15,30
28845,2180,15,30
28861,2224,15,30
28864,2130,15,30
28865,2193,15,30
28872,2127,15,30
28873,2139,25,13
28878,2213,15,30
28884,2330,15,30
28886,2227,15,30
28894,2400,10,30
28905,2039,15,30
28916,2330,15,30
28920,2104,15,30
28924,2309,15,30
28927,2228,15,30
28929,2202,15,30
28930,2198,15,30
28952,2109,25,20
28954,2326,15,30
28955,2271,25,16
28961,2219,25,24
28962,2331,25,9
28972,2478,10,30
28984,2432,10,30
28985,2039,25,12
28988,2107,15,30
28991,2205,15,30
28996,2266,25,24
28998,2070,15,30
29008,2183,25,17
29016,2075,25,16
29024,2281,15,30
29029,2150,15,30
29039,2085,15,30
29043,2511,10,30
29049,2123,15,30
29050,2436,10,30
29052,2269,15,30
29053,2188,15,30
29054,2158,25,24
29063,2410,10,30
29064,2316,15,30
29069,2128,25,17
29074,2260,15,30
29075,2059,15,30
29083,2046,25,13
29085,2267,25,12
29089,2088,15,30
29090,2348,10,30
29096,2289,15,30
29103,2106,25,12
29110,2261,15,30
29122,2249,15,30
29123,2277,15,30
29124,2122,15,30
29135,2274,15,30
29145,2211,15,30
29147,2130,25,15
29148,2267,15,30
29152,2419,10,30
29161,2395,10,30
29162,2182,15,30
29169,2152,25,20
29171,2196,15,30
29172,2408,10,30
29180,2223,25,15
29193,2286,15,30
29199,2114,15,30
29201,2265,15,30
29205,2211,15,30
29210,2157,25,19
29211,2052,15,30
29213,2157,15,30
29214,2077,15,30
29218,2138,15,30
29227,2200,15,30
29229,2198,25,16
29234,2389,10,30
29249,2236,15,30
29251,2225,15,30
29271,2368,10,30
29278,2370,25,17
29281,2105,15,30
29284,2260,15,30
29297,2302,15,30
29302,2270,25,27
29304,2045,15,30
29306,2089,25,26
29311,2463,10,30
29321,2291,15,30
29324,2298,15,30
29326,2498,10,30
29327,2244,15,30
29330,2343,15,30
29331,2179,15,30
29332,2293,15,30
29333,2227,15,30
29337,2379,10,30
29340,2214,15,30
29349,2526,10,30
29351,2073,25,17
29353,2361,10,30
29356,2133,15,30
29359,2102,15,30
29361,2490,10,30
29363,2274,15,30
29369,2234,25,20
29372,2191,15,30
29385,2071,15,30
29386,2179,15,30
29387,2197,15,30
29390,2153,25,13
29393,2399,15,30
29398,2380,10,30
29404,2281,15,30
29408,2257,15,30
29415,2080,15,30
29421,2241,15,30
29424,2139,15,30
29432,2234,15,30
29434,2280,15,30
29438,2213,15,30
29439,2315,25,24
29443,2309,15,30
29449,2414,10,30
29465,2227,15,30
29466,2206,25,22
29471,2096,25,29
29484,2243,15,30
29487,2256,25,24
29488,2204,25,20
29490,2212,15,30
29493,2147,25,16
29495,2118,25,17
29499,2121,15,30
29507,2055,25,19
29509,2416,10,30
29512,2328,10,30
29516,2105,15,30
29518,2273,15,30
29519,2285,15,30
29521,2632,10,30
29531,2142,15,30
29539,2289,15,30
29544,2288,25,10
29548,2194,25,21
29557,2531,10,30
29561,2275,15,30
29567,2277,15,30
29571,2159,25,22
29575,2245,15,30
29590,2119,15,30
29600,2104,15,30
29604,2318,15,30
29609,2283,15,30
29620,2242,15,30
29621,2175,15,30
29622,2080,15,30
29626,2036,25,14
29634,2258,15,30
29637,2071,15,30
29641,2098,25,12
29644,2293,15,30
29649,2479,10,30
29652,2076,25,14
29659,2215,15,30
29663,2230,25,26
29672,2249,15,30
29686,2325,15,30
29687,2185,25,29
29688,2297,15,30
29705,2255,15,30
29709,2086,15,30
29711,2213,15,30
29713,2347,10,30
29714,2167,15,30
29716,2173,15,30
29722,2237,15,30
29724,2338,15,30
29726,2290,15,30
29728,2194,15,30
29737,2254,15,30
29743,2296,15,30
29744,2358,10,30
29762,2037,25,14
29764,2263,15,30
29772,2159,15,30
29778,2201,25,19
29787,2159,15,30
29791,2089,15,30
29793,2103,25,11
29800,2124,15,30
29805,2278,25,16
29807,2118,15,30
29813,2188,25,23
29818,2089,15,30
29820,2332,15,30
29822,2229,15,30
29823,2253,15,30
29824,2237,15,30
29825,2481,10,30
29827,2173,15,30
29831,2195,15,30
29835,2198,15,30
29837,2379,10,30
29838,2645,10,30
29843,2256,15,30
29844,2117,15,30
29857,2185,25,11
29858,2257,15,30
29859,2050,15,30
29860,2368,25,9
29874,2221,15,30
29875,2431,10,30
29879,2596,10,30
29887,2110,15,30
29900,2262,15,30
29901,2242,15,30
29906,2166,25,11
29933,2416,10,30
29934,2185,15,30
29936,2351,15,30
29953,2134,15,30
29962,2232,25,15
29965,2173,25,29
29970,2172,15,30
29978,2106,15,30
29985,2248,15,30
29988,2170,15,30
29999,2277,15,30
30001,2157,15,30
30004,2259,25,24
30008,2201,25,29
30009,2246,15,30
30015,2413,10,30
30016,2209,15,30
30017,2176,15,30
30018,2396,10,30
30019,2131,25,17
30030,2306,15,30
30033,2114,25,25
30041,2324,15,30
30046,2117,25,25
30050,2267,15,30
30056,2117,15,30
30062,2035,15,30
30063,2050,25,19
30064,2178,15,30
30067,2449,10,30
30070,2137,15,30
30074,2330,15,30
30075,2129,15,30
30076,2286,15,30
30086,2157,15,30
30091,2165,15,30
30094,2100,15,30
30096,2171,25,9
30100,2122,25,18
30104,2270,15,30
30107,2223,15,30
30109,2405,10,30
30110,2263,15,30
30111,2399,10,30
30115,2207,25,26
30127,2292,25,28
30129,2329,15,30
30130,2218,15,30
30138,2250,15,30
30140,2464,10,30
30142,2160,15,30
30145,2113,15,30
30146,2047,15,30
30148,2207,25,24
30151,2325,25,19
30164,2393,10,30
30168,2139,15,30
30169,2324,10,30
30170,2215,15,30
30171,2196,15,30
30175,2273,15,30
30176,2264,15,30
30191,2274,25,12
30199,2107,25,9
30207,2028,15,30
30208,2219,15,30
30209,2163,25,10
30211,2347,15,30
30214,2052,15,30
30215,2181,15,30
30224,2274,15,30
30226,1992,15,30
30238,2207,25,12
30240,2347,10,30
30247,2285,15,30
30249,2139,15,30
30250,2154,15,30
30251,2318,15,30
30259,2097,25,9
30265,2257,25,18
30267,2088,15,30
30270,2180,25,9
30272,2227,15,30
30281,2451,10,30
30287,2185,15,30
30290,2292,15,30
30297,2360,15,30
30298,2313,15,30
30299,2186,15,30
30307,2672,10,30
30309,2286,15,30
30311,2264,15,30
30332,2218,15,30
30338,2104,15,30
30341,2324,15,30
30345,2123,25,24
30347,2384,10,30
30354,2223,15,30
30355,2222,15,30
30357,2105,25,20
30360,2228,15,30
30361,2332,10,30
30362,2282,15,30
30366,2227,15,30
30367,2177,15,30
30370,2041,25,21
30389,2293,15,30
30392,2235,15,30
30393,2417,10,30
30407,2114,15,30
30408,2121,15,30
30418,2128,25,28
30423,2434,10,30
30424,2199,15,30
30429,2313,15,30
30439,2292,15,30
30442,2113,25,13
30444,2163,15,30
30445,2106,15,30
30447,2369,10,30
30449,2060,25,12
30459,2226,25,28
30464,2343,15,30
30469,2259,15,30
30472,2213,25,10
30476,2368,15,30
30479,2106,15,30
30484,2237,15,30
30485,2180,15,30
30486,2155,25,17
30489,2251,25,18
30490,2356,10,30
30491,2157,25,13
30492,2352,15,30
30494,2104,15,30
30496,2262,15,30
30497,2068,15,30
30505,2247,25,29
30508,2357,15,30
30514,2289,15,30
30516,2364,15,30
30545,2325,25,18
30551,2426,10,30
30554,2178,15,30
30555,2175,15,30
30561,2143,15,30
30562,2252,15,30
30563,2390,10,30
30567,2567,10,30
30576,2108,15,30
30580,2442,10,30
30588,2174,25,23
30598,2222,15,30
30600,2076,25,11
30606,2338,15,30
30612,2128,25,27
30614,2192,15,30
30616,2419,10,30
30620,2055,25,18
30625,2244,15,30
30633,2266,15,30
30639,2160,25,26
30648,2078,25,24
30664,2148,25,10
30666,2292,15,30
30676,2083,15,30
30678,2203,15,30
30684,2222,25,20
30695,2219,15,30
30714,2189,15,30
30721,2422,10,30
30729,2214,15,30
30730,2194,15,30
30731,2171,15,30
30735,2325,15,30
30736,2219,25,20
30739,2096,25,22
30740,2243,25,9
30743,2122,25,22
30751,2022,15,30
30763,2157,15,30
30766,2407,10,30
30781,2283,15,30
30790,2054,15,30
30791,2076,15,30
30797,2338,10,30
30803,2226,15,30
30804,2197,15,30
30812,2224,15,30
30820,2241,15,30
30821,2096,25,18
30825,2256,15,30
30826,2276,15,30
30828,2330,25,14
30832,2100,15,30
30835,2049,15,30
30838,2178,15,30
30843,2149,25,20
30845,2106,15,30
30847,2045,25,20
30854,2404,15,30
30855,2094,15,30
30860,2029,25,13
30863,2039,15,30
30865,2273,15,30
30866,2120,15,30
30867,2277,15,30
30869,2076,15,30
30880,2160,15,30
30885,2490,10,30
30891,2307,25,23
30893,2245,15,30
30894,2111,15,30
30911,2208,15,30
30913,2090,15,30
30918,2481,10,30
30923,2213,15,30
30932,2081,25,23
30933,2210,15,30
30940,2153,25,22
30941,2076,15,30
30955,2179,15,30
30960,2072,15,30
30961,2238,15,30
30970,2185,15,30
30975,2235,15,30
30979,2249,25,23
30981,2332,15,30
30985,2251,15,30
31007,2192,15,30
31014,2174,15,30
31015,2140,15,30
31019,2284,15,30
31024,2065,15,30
31028,2243,15,30
31040,2326,15,30
31057,2214,15,30
31064,2112,15,30
31074,2050,25,13
31076,2306,15,30
31077,2607,10,30
31079,2203,15,30
31080,2140,15,30
31093,2024,15,30
31098,2194,15,30
31100,2270,15,30
31106,2157,15,30
31120,2160,25,13
31123,2324,25,14
31125,2151,15,30
31128,2164,15,30
31129,2439,10,30
31133,2316,15,30
31174,2302,25,29
31179,2228,15,30
31180,2354,15,30
31181,2169,25,13
31184,2208,25,9
31185,2271,15,30
31186,2290,15,30
31195,2089,25,21
31197,2196,15,30
31198,2149,15,30
31202,2145,25,13
31203,2255,15,30
31212,2217,15,30
31213,2212,15,30
31218,2196,15,30
31223,2132,15,30
31228,2209,15,30
31233,2271,15,30
31235,2416,10,30
31241,2125,25,11
31243,2334,10,30
31244,2260,15,30
31248,2343,10,30
31251,2250,15,30
31254,2247,15,30
31259,2056,25,11
31265,2338,15,30
31274,2244,25,18
31276,2183,25,27
31278,2174,15,30
31282,2071,25,11
31285,2057,25,9
31286,2275,25,24
31292,2234,15,30
31296,2301,25,19
31304,2205,15,30
31323,2091,25,11
31345,2087,25,18
31360,2068,25,17
31366,2164,25,22
31369,2114,15,30
31370,2102,15,30
31371,2338,15,30
31374,2090,15,30
31378,2039,25,23
31382,2158,15,30
31383,2170,15,30
31394,2169,25,10
31397,2196,25,16
31399,2123,15,30
31405,2056,15,30
31412,2011,25,13
31425,2173,15,30
31429,2164,25,14
31431,2162,25,15
31434,2398,10,30
31437,2148,15,30
31440,2109,15,30
31447,2131,15,30
31450,2255,15,30
31462,2276,15,30
31475,2321,15,30
31480,2074,25,20
31488,2192,25,20
31490,2235,15,30
31492,2215,15,30
31493,2177,15,30
31495,2358,15,30
31524,2201,15,30
31530,2153,15,30
31538,2372,10,30
31545,2232,15,30
31552,2283,15,30
31556,2258,15,30
31559,2367,10,30
31564,2111,25,22
31566,2255,15,30
31567,2210,25,29
31578,2047,15,30
31590,2084,15,30
31591,2286,15,30
31594,2277,15,30
31606,2417,10,30
31607,2288,15,30
31611,2320,15,30
31620,2261,15,30
31623,2062,25,12
31624,2295,25,11
31626,2422,10,30
31629,2218,25,9
31631,2292,15,30
31633,2217,15,30
31634,2192,15,30
31642,2426,10,30
31647,2289,15,30
31652,2048,15,30
31653,2065,15,30
31656,2215,15,30
31659,2172,15,30
31660,2188,15,30
31661,2295,15,30
31666,2200,15,30
31669,2163,15,30
31672,2138,15,30
31678,2187,15,30
31682,2259,15,30
31691,2319,15,30
31694,2224,25,24
31699,2156,25,19
31700,2217,15,30
31702,2287,15,30
31706,2250,15,30
31714,2294,25,15
31718,2044,25,22
31720,2159,25,14
31734,2070,25,19
31738,2343,15,30
31746,2203,25,18
31752,2093,25,24
31757,2171,25,16
31766,2260,15,30
31771,2309,15,30
31783,2176,25,22
31784,2298,15,30
31790,2450,25,12
31806,2118,25,26
31813,2385,10,30
31828,2273,15,30
31832,2011,15,30
31836,2224,15,30
31838,2117,15,30
31840,2121,25,24
31842,2287,15,30
31847,2177,15,30
31850,2362,25,11
31853,2205,15,30
31858,2245,15,30
31868,2074,25,10
31871,2318,15,30
31873,2133,25,11
31875,2077,15,30
31879,2211,15,30
31882,2244,25,10
31885,2355,15,30
31889,2187,25,22
31890,2283,15,30
31893,2317,15,30
31896,2294,15,30
31899,2184,15,30
31900,2440,10,30
31902,2222,15,30
31910,2246,25,18
31912,2405,10,30
31917,2523,10,30
31919,2288,15,30
31926,2103,25,19
31941,2136,15,30
31962,2523,10,30
31981,2152,15,30
31992,2359,10,30
31998,2314,10,30
32001,2240,25,9
32009,2323,15,30
32014,2249,15,30
32016,2359,15,30
32018,2307,15,30
32040,2183,15,30
32046,2309,10,30
32048,2093,15,30
32049,2154,25,17
32056,2114,25,10
32060,2266,15,30
32062,2261,15,30
32070,2140,15,30
32074,2088,15,30
32075,2233,15,30
32077,2414,10,30
32080,2172,25,22
32086,2219,15,30
32095,2147,15,30
32098,2267,15,30
32099,2040,15,30
32100,2398,10,30
32105,2044,25,21
32113,2081,25,14
32115,2206,25,18
32125,2269,15,30
32134,2097,15,30
32136,2155,25,16
32139,2385,15,30
32141,2204,15,30
32143,2004,25,10
32148,2267,15,30
32151,2038,25,13
32153,2191,15,30
32165,2464,10,30
32166,2036,25,17
32171,2430,10,30
32175,2220,15,30
32178,2110,15,30
32179,2076,25,26
32183,2079,25,22
32185,2350,15,30
32193,2244,25,22
32204,2167,15,30
32209,2299,15,30
32211,2533,10,30
32214,2302,15,30
32216,2168,25,12
32219,2183,15,30
32220,2193,15,30
32228,2209,15,30
32229,2199,15,30
32230,2285,15,30
